Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
154,Net Production Value (constant 2004-2006 1000 I$),83,Sorghum,2015,2015,1000 Int. $,803087.586,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),83,Sorghum,2016,2016,1000 Int. $,643131.426,Fc,Calculated data
56,Gross Production Value (current million SLC),83,Sorghum,2007,2007,SLC,58443.4884,Fc,Calculated data
56,Gross Production Value (current million SLC),83,Sorghum,2008,2008,SLC,68162.74,Fc,Calculated data
56,Gross Production Value (current million SLC),83,Sorghum,2009,2009,SLC,68837.54736,Fc,Calculated data
56,Gross Production Value (current million SLC),83,Sorghum,2010,2010,SLC,74919.835874,Fc,Calculated data
56,Gross Production Value (current million SLC),83,Sorghum,2011,2011,SLC,85419.051692,Fc,Calculated data
56,Gross Production Value (current million SLC),83,Sorghum,2012,2012,SLC,79147.0342,Fc,Calculated data
56,Gross Production Value (current million SLC),83,Sorghum,2013,2013,SLC,66852.72,Fc,Calculated data
56,Gross Production Value (current million SLC),83,Sorghum,2014,2014,SLC,76031.4032,Fc,Calculated data
56,Gross Production Value (current million SLC),83,Sorghum,2015,2015,SLC,79307.201,Fc,Calculated data
56,Gross Production Value (current million SLC),83,Sorghum,2016,2016,SLC,67132.9008,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),83,Sorghum,2007,2007,SLC,45626.8712,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),83,Sorghum,2008,2008,SLC,50572.525933,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),83,Sorghum,2009,2009,SLC,46231.7584,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),83,Sorghum,2010,2010,SLC,42738.981467,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),83,Sorghum,2011,2011,SLC,44684.446733,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),83,Sorghum,2012,2012,SLC,38156.386667,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),83,Sorghum,2013,2013,SLC,33689.92,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),83,Sorghum,2014,2014,SLC,35348.893333,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),83,Sorghum,2015,2015,SLC,34774.633333,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),83,Sorghum,2016,2016,SLC,28138.74,Fc,Calculated data
57,Gross Production Value (current million US$),83,Sorghum,2007,2007,USD,1413.435585,Fc,Calculated data
57,Gross Production Value (current million US$),83,Sorghum,2008,2008,USD,1566.772848,Fc,Calculated data
57,Gross Production Value (current million US$),83,Sorghum,2009,2009,USD,1422.108628,Fc,Calculated data
57,Gross Production Value (current million US$),83,Sorghum,2010,2010,USD,1638.458289,Fc,Calculated data
57,Gross Production Value (current million US$),83,Sorghum,2011,2011,USD,1830.259215,Fc,Calculated data
57,Gross Production Value (current million US$),83,Sorghum,2012,2012,USD,1481.121481,Fc,Calculated data
57,Gross Production Value (current million US$),83,Sorghum,2013,2013,USD,1140.873347,Fc,Calculated data
57,Gross Production Value (current million US$),83,Sorghum,2014,2014,USD,1245.813667,Fc,Calculated data
57,Gross Production Value (current million US$),83,Sorghum,2015,2015,USD,1236.240018,Fc,Calculated data
57,Gross Production Value (current million US$),83,Sorghum,2016,2016,USD,999.071185,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),83,Sorghum,2007,2007,USD,1015.541713,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),83,Sorghum,2008,2008,USD,1125.6198,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),83,Sorghum,2009,2009,USD,1029.005011,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),83,Sorghum,2010,2010,USD,951.264404,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),83,Sorghum,2011,2011,USD,994.565667,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),83,Sorghum,2012,2012,USD,849.267137,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),83,Sorghum,2013,2013,USD,749.854596,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),83,Sorghum,2014,2014,USD,786.779254,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),83,Sorghum,2015,2015,USD,773.997642,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),83,Sorghum,2016,2016,USD,626.299009,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2007,2007,1000 Int. $,11674200.782944,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2008,2008,1000 Int. $,11433446.203648,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2009,2009,1000 Int. $,9359507.518144,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2010,2010,1000 Int. $,9598307.6392,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2011,2011,1000 Int. $,11242798.259392,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2012,2012,1000 Int. $,11855371.706304,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2013,2013,1000 Int. $,11203984.4,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2014,2014,1000 Int. $,11563286.854,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2015,2015,1000 Int. $,11897928.721,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2016,2016,1000 Int. $,11441986.976,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2007,2007,1000 Int. $,10915377.757666,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2008,2008,1000 Int. $,10633104.978587,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2009,2009,1000 Int. $,8704342.019457,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2010,2010,1000 Int. $,8926426.104456,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2011,2011,1000 Int. $,10455802.418012,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2012,2012,1000 Int. $,11025495.668474,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2013,2013,1000 Int. $,10419705.492,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2014,2014,1000 Int. $,10753856.77422,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2015,2015,1000 Int. $,11088498.64122,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),156,Sugar cane,2016,2016,1000 Int. $,10632556.89622,Fc,Calculated data
56,Gross Production Value (current million SLC),156,Sugar cane,2007,2007,SLC,287970.96672,Fc,Calculated data
56,Gross Production Value (current million SLC),156,Sugar cane,2008,2008,SLC,282032.20224,Fc,Calculated data
56,Gross Production Value (current million SLC),156,Sugar cane,2009,2009,SLC,255049.928964,Fc,Calculated data
56,Gross Production Value (current million SLC),156,Sugar cane,2010,2010,SLC,307930.966552,Fc,Calculated data
56,Gross Production Value (current million SLC),156,Sugar cane,2011,2011,SLC,393331.883801,Fc,Calculated data
56,Gross Production Value (current million SLC),156,Sugar cane,2012,2012,SLC,450057.883117,Fc,Calculated data
56,Gross Production Value (current million SLC),156,Sugar cane,2013,2013,SLC,406891.236,Fc,Calculated data
56,Gross Production Value (current million SLC),156,Sugar cane,2014,2014,SLC,455182.27062,Fc,Calculated data
56,Gross Production Value (current million SLC),156,Sugar cane,2015,2015,SLC,496602.73981,Fc,Calculated data
56,Gross Production Value (current million SLC),156,Sugar cane,2016,2016,SLC,499597.77344,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),156,Sugar cane,2007,2007,SLC,273394.658528,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),156,Sugar cane,2008,2008,SLC,267756.498176,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),156,Sugar cane,2009,2009,SLC,219187.540928,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),156,Sugar cane,2010,2010,SLC,224779.9304,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),156,Sugar cane,2011,2011,SLC,263291.770304,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),156,Sugar cane,2012,2012,SLC,277637.446848,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),156,Sugar cane,2013,2013,SLC,262382.8,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),156,Sugar cane,2014,2014,SLC,270797.198,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),156,Sugar cane,2015,2015,SLC,278634.077,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),156,Sugar cane,2016,2016,SLC,267956.512,Fc,Calculated data
57,Gross Production Value (current million US$),156,Sugar cane,2007,2007,USD,6964.478387,Fc,Calculated data
57,Gross Production Value (current million US$),156,Sugar cane,2008,2008,USD,6482.726439,Fc,Calculated data
57,Gross Production Value (current million US$),156,Sugar cane,2009,2009,USD,5269.053277,Fc,Calculated data
57,Gross Production Value (current million US$),156,Sugar cane,2010,2010,USD,6734.291908,Fc,Calculated data
57,Gross Production Value (current million US$),156,Sugar cane,2011,2011,USD,8427.854099,Fc,Calculated data
57,Gross Production Value (current million US$),156,Sugar cane,2012,2012,USD,8422.177853,Fc,Calculated data
57,Gross Production Value (current million US$),156,Sugar cane,2013,2013,USD,6943.791757,Fc,Calculated data
57,Gross Production Value (current million US$),156,Sugar cane,2014,2014,USD,7458.395739,Fc,Calculated data
57,Gross Production Value (current million US$),156,Sugar cane,2015,2015,USD,7741.039558,Fc,Calculated data
57,Gross Production Value (current million US$),156,Sugar cane,2016,2016,USD,7435.009267,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),156,Sugar cane,2007,2007,USD,6088.199412,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),156,Sugar cane,2008,2008,USD,5962.64376,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),156,Sugar cane,2009,2009,USD,4881.066312,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),156,Sugar cane,2010,2010,USD,5005.602697,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),156,Sugar cane,2011,2011,USD,5863.219163,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),156,Sugar cane,2012,2012,USD,6182.681658,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),156,Sugar cane,2013,2013,USD,5842.977391,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),156,Sugar cane,2014,2014,USD,6030.356812,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),156,Sugar cane,2015,2015,USD,6204.875519,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),156,Sugar cane,2016,2016,USD,5967.097849,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),667,Tea,2007,2007,1000 Int. $,1034763.121,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),667,Tea,2008,2008,1000 Int. $,1049651.799,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),667,Tea,2009,2009,1000 Int. $,1034444.0779,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),667,Tea,2010,2010,1000 Int. $,1054099.259814,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),667,Tea,2011,2011,1000 Int. $,1164996.51442,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),667,Tea,2012,2012,1000 Int. $,1207120.83839,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),667,Tea,2013,2013,1000 Int. $,1285509.72806,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),667,Tea,2014,2014,1000 Int. $,1283946.41687,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),667,Tea,2015,2015,1000 Int. $,1311416.02778,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),667,Tea,2016,2016,1000 Int. $,1331658.107807,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),667,Tea,2007,2007,1000 Int. $,1034763.121,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),667,Tea,2008,2008,1000 Int. $,1049651.799,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),667,Tea,2009,2009,1000 Int. $,1034444.0779,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),667,Tea,2010,2010,1000 Int. $,1054099.259814,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),667,Tea,2011,2011,1000 Int. $,1164996.51442,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),667,Tea,2012,2012,1000 Int. $,1207120.83839,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),667,Tea,2013,2013,1000 Int. $,1285509.72806,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),667,Tea,2014,2014,1000 Int. $,1283946.41687,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),667,Tea,2015,2015,1000 Int. $,1311416.02778,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),667,Tea,2016,2016,1000 Int. $,1331658.107807,Fc,Calculated data
56,Gross Production Value (current million SLC),667,Tea,2007,2007,SLC,18034.90528,Fc,Calculated data
56,Gross Production Value (current million SLC),667,Tea,2008,2008,SLC,18039.68523,Fc,Calculated data
56,Gross Production Value (current million SLC),667,Tea,2009,2009,SLC,19640.087237,Fc,Calculated data
56,Gross Production Value (current million SLC),667,Tea,2010,2010,SLC,23561.645029,Fc,Calculated data
56,Gross Production Value (current million SLC),667,Tea,2011,2011,SLC,28397.127578,Fc,Calculated data
56,Gross Production Value (current million SLC),667,Tea,2012,2012,SLC,31927.850547,Fc,Calculated data
56,Gross Production Value (current million SLC),667,Tea,2013,2013,SLC,32527.133547,Fc,Calculated data
56,Gross Production Value (current million SLC),667,Tea,2014,2014,SLC,35214.009182,Fc,Calculated data
56,Gross Production Value (current million SLC),667,Tea,2015,2015,SLC,38136.580896,Fc,Calculated data
56,Gross Production Value (current million SLC),667,Tea,2016,2016,SLC,40511.180431,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),667,Tea,2007,2007,SLC,13701.90276,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),667,Tea,2008,2008,SLC,13899.05244,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),667,Tea,2009,2009,SLC,13697.678124,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),667,Tea,2010,2010,SLC,13957.943866,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),667,Tea,2011,2011,SLC,15426.399175,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),667,Tea,2012,2012,SLC,15984.191948,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),667,Tea,2013,2013,SLC,17022.185014,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),667,Tea,2014,2014,SLC,17001.484297,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),667,Tea,2015,2015,SLC,17365.225457,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),667,Tea,2016,2016,SLC,17633.262659,Fc,Calculated data
57,Gross Production Value (current million US$),667,Tea,2007,2007,USD,436.167956,Fc,Calculated data
57,Gross Production Value (current million US$),667,Tea,2008,2008,USD,414.655998,Fc,Calculated data
57,Gross Production Value (current million US$),667,Tea,2009,2009,USD,405.742775,Fc,Calculated data
57,Gross Production Value (current million US$),667,Tea,2010,2010,USD,515.281062,Fc,Calculated data
57,Gross Production Value (current million US$),667,Tea,2011,2011,USD,608.460331,Fc,Calculated data
57,Gross Production Value (current million US$),667,Tea,2012,2012,USD,597.483226,Fc,Calculated data
57,Gross Production Value (current million US$),667,Tea,2013,2013,USD,555.090948,Fc,Calculated data
57,Gross Production Value (current million US$),667,Tea,2014,2014,USD,576.999661,Fc,Calculated data
57,Gross Production Value (current million US$),667,Tea,2015,2015,USD,594.47272,Fc,Calculated data
57,Gross Production Value (current million US$),667,Tea,2016,2016,USD,602.886998,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),667,Tea,2007,2007,USD,305.178553,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),667,Tea,2008,2008,USD,309.569612,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),667,Tea,2009,2009,USD,305.084459,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),667,Tea,2010,2010,USD,310.881283,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),667,Tea,2011,2011,USD,343.587768,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),667,Tea,2012,2012,USD,356.011326,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),667,Tea,2013,2013,USD,379.130248,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),667,Tea,2014,2014,USD,378.669187,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),667,Tea,2015,2015,USD,386.77069,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),667,Tea,2016,2016,USD,392.740606,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),15,Wheat,2007,2007,1000 Int. $,11960933.370528,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),15,Wheat,2008,2008,1000 Int. $,12396963.2964,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),15,Wheat,2009,2009,1000 Int. $,12729757.0908,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),15,Wheat,2010,2010,1000 Int. $,12749353.6152,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),15,Wheat,2011,2011,1000 Int. $,13707153.468,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),15,Wheat,2012,2012,1000 Int. $,14970356.16,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),15,Wheat,2013,2013,1000 Int. $,14754194.82,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),15,Wheat,2014,2014,1000 Int. $,15123404.7,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),15,Wheat,2015,2015,1000 Int. $,13652876.46,Fc,Calculated data
152,Gross Production Value (constant 2004-2006 1000 I$),15,Wheat,2016,2016,1000 Int. $,14752617,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2007,2007,1000 Int. $,11308016.140049,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2008,2008,1000 Int. $,11730254.830583,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2009,2009,1000 Int. $,12025636.666734,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2010,2010,1000 Int. $,12004194.227049,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2011,2011,1000 Int. $,12934458.952924,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2012,2012,1000 Int. $,14203120.455601,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2013,2013,1000 Int. $,13978312.425328,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2014,2014,1000 Int. $,14340115.47106,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2015,2015,1000 Int. $,12869587.23106,Fc,Calculated data
154,Net Production Value (constant 2004-2006 1000 I$),15,Wheat,2016,2016,1000 Int. $,13969327.77106,Fc,Calculated data
56,Gross Production Value (current million SLC),15,Wheat,2007,2007,SLC,758067.04,Fc,Calculated data
56,Gross Production Value (current million SLC),15,Wheat,2008,2008,SLC,848558.16,Fc,Calculated data
56,Gross Production Value (current million SLC),15,Wheat,2009,2009,SLC,962585.114606,Fc,Calculated data
56,Gross Production Value (current million SLC),15,Wheat,2010,2010,SLC,1134997.262932,Fc,Calculated data
56,Gross Production Value (current million SLC),15,Wheat,2011,2011,SLC,1330698.57618,Fc,Calculated data
56,Gross Production Value (current million SLC),15,Wheat,2012,2012,SLC,1577007.1216,Fc,Calculated data
56,Gross Production Value (current million SLC),15,Wheat,2013,2013,SLC,1486854.8199,Fc,Calculated data
56,Gross Production Value (current million SLC),15,Wheat,2014,2014,SLC,1651965.165,Fc,Calculated data
56,Gross Production Value (current million SLC),15,Wheat,2015,2015,SLC,1581277.7749,Fc,Calculated data
56,Gross Production Value (current million SLC),15,Wheat,2016,2016,SLC,1787449.785,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),15,Wheat,2007,2007,SLC,613933.226795,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),15,Wheat,2008,2008,SLC,636313.859733,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),15,Wheat,2009,2009,SLC,653395.567467,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),15,Wheat,2010,2010,SLC,654401.421867,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),15,Wheat,2011,2011,SLC,703563.568,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),15,Wheat,2012,2012,SLC,768401.493333,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),15,Wheat,2013,2013,SLC,757306.32,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),15,Wheat,2014,2014,SLC,776257.2,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),15,Wheat,2015,2015,SLC,700777.626667,Fc,Calculated data
55,Gross Production Value (constant 2004-2006 million SLC),15,Wheat,2016,2016,SLC,757225.333333,Fc,Calculated data
57,Gross Production Value (current million US$),15,Wheat,2007,2007,USD,18333.589583,Fc,Calculated data
57,Gross Production Value (current million US$),15,Wheat,2008,2008,USD,19504.760008,Fc,Calculated data
57,Gross Production Value (current million US$),15,Wheat,2009,2009,USD,19885.958304,Fc,Calculated data
57,Gross Production Value (current million US$),15,Wheat,2010,2010,USD,24821.806553,Fc,Calculated data
57,Gross Production Value (current million US$),15,Wheat,2011,2011,USD,28512.647745,Fc,Calculated data
57,Gross Production Value (current million US$),15,Wheat,2012,2012,USD,29511.39165,Fc,Calculated data
57,Gross Production Value (current million US$),15,Wheat,2013,2013,USD,25373.882083,Fc,Calculated data
57,Gross Production Value (current million US$),15,Wheat,2014,2014,USD,27068.299324,Fc,Calculated data
57,Gross Production Value (current million US$),15,Wheat,2015,2015,USD,24648.945377,Fc,Calculated data
57,Gross Production Value (current million US$),15,Wheat,2016,2016,USD,26600.810538,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),15,Wheat,2007,2007,USD,13676.570681,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),15,Wheat,2008,2008,USD,14175.143319,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),15,Wheat,2009,2009,USD,14555.671971,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),15,Wheat,2010,2010,USD,14578.079357,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),15,Wheat,2011,2011,USD,15673.2629,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),15,Wheat,2012,2012,USD,17117.65527,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),15,Wheat,2013,2013,USD,16870.488452,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),15,Wheat,2014,2014,USD,17292.656594,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),15,Wheat,2015,2015,USD,15611.200575,Fc,Calculated data
58,Gross Production Value (constant 2004-2006 million US$),15,Wheat,2016,2016,USD,16868.684315,Fc,Calculated data
